Strain1,Strain2,Distance
A/JOHANNESBURG/82/96,A/FUJIAN/156/2000,128.0
A/CHILE/8885/2002,A/NEIMENGGU/52/2002,2.0
A/PERU/3135/2003,A/NEIMENGGU/52/2002,11.313708499
A/BAYERN/07/95,A/ENGLAND/2/2002,22.627416998
A/NEW_CALEDONIA/20/1999,A/ENGLAND/2/2002,0.0883883476483
A/WISCONSIN/10/1998,A/TEXAS/14/2008,2.82842712475
A/WISCONSIN/10/1998,A/ILLINOIS/09/2007,2.0
A/WISCONSIN/10/1998,A/IOWA/02/2009,2.82842712475
A/WISCONSIN/10/1998,A/CALIFORNIA/07/2009,4.0
A/WISCONSIN/10/1998,A/MEXICO/4108/2009,2.0
A/WISCONSIN/10/1998,A/NEW_YORK/18/2009,2.0
A/WISCONSIN/10/1998,A/TEXAS/15/2009,2.0
A/TEXAS/14/2008,A/ILLINOIS/09/2007,2.0
A/TEXAS/14/2008,A/IOWA/02/2009,1.41421356237
A/TEXAS/14/2008,A/CALIFORNIA/07/2009,1.41421356237
A/TEXAS/14/2008,A/MEXICO/4108/2009,0.707106781187
A/TEXAS/14/2008,A/NEW_YORK/18/2009,1.41421356237
A/TEXAS/14/2008,A/TEXAS/15/2009,0.5
A/ILLINOIS/09/2007,A/IOWA/02/2009,1.0
A/ILLINOIS/09/2007,A/CALIFORNIA/07/2009,2.0
A/ILLINOIS/09/2007,A/MEXICO/4108/2009,1.0
A/ILLINOIS/09/2007,A/NEW_YORK/18/2009,2.0
A/ILLINOIS/09/2007,A/TEXAS/15/2009,1.41421356237
A/CALIFORNIA/04/2009,A/BRISBANE/59/2007,45.2548339959
A/CALIFORNIA/07/2009,A/BRISBANE/59/2007,45.2548339959
A/CALIFORNIA/07/2009_X_179A,A/BRISBANE/59/2007,45.2548339959
A/CALIFORNIA/07/2009_IVR153,A/BRISBANE/59/2007,22.627416998
A/ENGLAND/195/2009,A/BRISBANE/59/2007,32.0
A/AUCKLAND/3/2009,A/BRISBANE/59/2007,45.2548339959
A/NARITA/1/2009,A/BRISBANE/59/2007,64.0
A/BRISBANE/59/2007,A/CALIFORNIA/07/2009,181.019335984
A/BRISBANE/59/2007,A/NARITA/1/2009,256.0
A/MEXICO/4108/2009,A/BRISBANE/59/2007,128.0
A/NEW_YORK/18/2009,A/BRISBANE/59/2007,128.0
A/TEXAS/05/2009,A/BRISBANE/59/2007,128.0
A/TEXAS/5/2009_XPR8-IDCDC,A/BRISBANE/59/2007,90.5096679919
A/TEXAS/5/2009_RG15,A/BRISBANE/59/2007,90.5096679919
A/AUCKLAND/1/2009,A/BRISBANE/59/2007,181.019335984
A/ILLINOIS/13/2007,A/CALIFORNIA/07/2009,1.0
A/ILLINOIS/13/2007,A/ENGLAND/195/2009,1.41421356237
A/ILLINOIS/13/2007,A/PHILIPPINES/2810/2009,64.0
A/ILLINOIS/13/2007,A/IRAQ/8529/2009,22.627416998
A/ILLINOIS/13/2007,A/SOUTH_CAROLINA/18/2009,22.627416998
A/BRISBANE/59/2007,A/BRAZIL/5943/2008,2.0
A/BRISBANE/59/2007,A/PENNSYLVANIA/08/2008,2.82842712475
A/BRAZIL/5943/2008,A/PENNSYLVANIA/08/2008,5.65685424949
A/BRAZIL/5943/2008,A/HONG_KONG/1870/2008,5.65685424949
A/PENNSYLVANIA/08/2008,A/HONG_KONG/1870/2008,5.33333333333
A/ILLINOIS/13/2007,A/SOUTH_CAROLINA/02/2010,1.41421356237
A/ILLINOIS/13/2007,A/BRISBANE/10/2010,2.82842712475
A/BEIJING/262/1995,A/BAYERN/07/95,32.0
A/NEW_CALEDONIA/20/1999,A/BAYERN/07/95,64.0
A/NEW_CALEDONIA/20/1999,A/HONG_KONG/2637/2004,1.0
A/NEW_CALEDONIA/20/1999,A/NETHERLANDS/128/2004,2.82842712475
A/EGYPT/96/2002,A/HONG_KONG/2637/2004,1.0
A/EGYPT/96/2002,A/NETHERLANDS/128/2004,2.82842712475
A/CHILE/8885/2002,A/HONG_KONG/2637/2004,1.41421356237
A/CHILE/8885/2002,A/NETHERLANDS/128/2004,4.0
A/HONG_KONG/2637/2004,A/NETHERLANDS/128/2004,2.0
A/NEW_CALEDONIA/20/1999,A/NETHERLANDS/345/2007,11.313708499
A/NEW_CALEDONIA/20/1999,A/ST._PETERSBURG/12/2008,16.0
A/NEW_CALEDONIA/20/1999,A/HONG_KONG/1856/2008,11.313708499
A/NEW_CALEDONIA/20/1999,A/SEYCHELLES/2239/2008,8.0
A/NEW_CALEDONIA/20/1999,A/HONG_KONG/1870/2008,32.0
A/HONG_KONG/2652/2006,A/NETHERLANDS/345/2007,4.0
A/HONG_KONG/2652/2006,A/BRISBANE/59/2007,2.0
A/HONG_KONG/2652/2006,A/ST._PETERSBURG/12/2008,2.82842712475
A/HONG_KONG/2652/2006,A/HONG_KONG/1856/2008,2.82842712475
A/HONG_KONG/2652/2006,A/SEYCHELLES/2239/2008,2.82842712475
A/SOLOMON_ISLANDS/03/2006,A/NETHERLANDS/345/2007,2.0
A/SOLOMON_ISLANDS/03/2006,A/ST._PETERSBURG/12/2008,2.82842712475
A/SOLOMON_ISLANDS/03/2006,A/HONG_KONG/1856/2008,4.0
A/SOLOMON_ISLANDS/03/2006,A/SEYCHELLES/2239/2008,2.0
A/NETHERLANDS/345/2007,A/BRISBANE/59/2007,4.0
A/NETHERLANDS/345/2007,A/ST._PETERSBURG/12/2008,4.0
A/NETHERLANDS/345/2007,A/HONG_KONG/1856/2008,2.0
A/NETHERLANDS/345/2007,A/SEYCHELLES/2239/2008,1.41421356237
A/NETHERLANDS/345/2007,A/HONG_KONG/1870/2008,8.0
A/BRISBANE/59/2007,A/ST._PETERSBURG/12/2008,1.41421356237
A/BRISBANE/59/2007,A/HONG_KONG/1856/2008,8.0
A/BRISBANE/59/2007,A/SEYCHELLES/2239/2008,2.82842712475
A/ST._PETERSBURG/12/2008,A/HONG_KONG/1856/2008,8.0
A/ST._PETERSBURG/12/2008,A/SEYCHELLES/2239/2008,2.82842712475
A/ST._PETERSBURG/12/2008,A/HONG_KONG/1870/2008,2.0
A/HONG_KONG/1856/2008,A/SEYCHELLES/2239/2008,1.41421356237
A/HONG_KONG/1856/2008,A/HONG_KONG/1870/2008,2.82842712475
A/SEYCHELLES/2239/2008,A/HONG_KONG/1870/2008,2.82842712475
A/NEW_CALEDONIA/20/1999,A/MOSCOW/2/2009,5.65685424949
A/NEW_CALEDONIA/20/1999,A/HONG_KONG/1988/2009,8.0
A/HONG_KONG/2652/2006,A/MOSCOW/2/2009,5.65685424949
A/HONG_KONG/2652/2006,A/HONG_KONG/1988/2009,2.82842712475
A/SOLOMON_ISLANDS/03/2006,A/MOSCOW/2/2009,4.0
A/SOLOMON_ISLANDS/03/2006,A/HONG_KONG/1988/2009,5.65685424949
A/BRISBANE/59/2007,A/MOSCOW/2/2009,8.0
A/BRISBANE/59/2007,A/HONG_KONG/1988/2009,4.0
A/ST._PETERSBURG/12/2008,A/MOSCOW/2/2009,5.65685424949
A/ST._PETERSBURG/12/2008,A/HONG_KONG/1988/2009,2.82842712475
A/SEYCHELLES/2239/2008,A/HONG_KONG/1856/2008,1.41421356237
A/SEYCHELLES/2239/2008,A/MOSCOW/2/2009,1.41421356237
A/SEYCHELLES/2239/2008,A/HONG_KONG/1988/2009,2.0
A/HONG_KONG/1856/2008,A/MOSCOW/2/2009,2.82842712475
A/HONG_KONG/1856/2008,A/HONG_KONG/1988/2009,2.0
A/HONG_KONG/1870/2008,A/MOSCOW/2/2009,5.65685424949
A/HONG_KONG/1870/2008,A/HONG_KONG/1988/2009,2.82842712475
A/NEW_CALEDONIA/20/1999,A/THESSALONIKI/24/2005,2.82842712475
A/EGYPT/96/2002,A/THESSALONIKI/24/2005,2.82842712475
A/HONG_KONG/2637/2004,A/THESSALONIKI/24/2005,2.82842712475
A/NETHERLANDS/128/2004,A/THESSALONIKI/24/2005,1.0
A/NEW_CALEDONIA/20/1999,A/EGYPT/39/2005,1.0
A/NEW_CALEDONIA/20/1999,A/FUKUSHIMA/97/2006,11.313708499
A/THESSALONIKI/24/2005,A/EGYPT/39/2005,1.41421356237
A/THESSALONIKI/24/2005,A/FUKUSHIMA/97/2006,11.313708499
A/THESSALONIKI/24/2005,A/HONG_KONG/2652/2006,16.0
A/THESSALONIKI/24/2005,A/SOLOMON_ISLANDS/03/2006,4.0
A/THESSALONIKI/24/2005,A/FUKUSHIMA/141/2006,8.0
A/EGYPT/39/2005,A/FUKUSHIMA/97/2006,8.0
A/EGYPT/39/2005,A/HONG_KONG/2652/2006,16.0
A/EGYPT/39/2005,A/SOLOMON_ISLANDS/03/2006,4.0
A/EGYPT/39/2005,A/FUKUSHIMA/141/2006,2.82842712475
A/FUKUSHIMA/97/2006,A/HONG_KONG/2652/2006,1.41421356237
A/FUKUSHIMA/97/2006,A/SOLOMON_ISLANDS/03/2006,1.0
A/FUKUSHIMA/97/2006,A/FUKUSHIMA/141/2006,1.41421356237
A/HONG_KONG/2652/2006,A/FUKUSHIMA/141/2006,1.41421356237
A/SOLOMON_ISLANDS/03/2006,A/FUKUSHIMA/141/2006,0.707106781187
A/NEW_CALEDONIA/20/1999,A/EGYPT/10/2007,8.0
A/THESSALONIKI/24/2005,A/NETHERLANDS/345/2007,8.0
A/THESSALONIKI/24/2005,A/EGYPT/10/2007,16.0
A/THESSALONIKI/24/2005,A/BRISBANE/59/2007,16.0
A/HONG_KONG/2652/2006,A/EGYPT/10/2007,2.0
A/FUKUSHIMA/141/2006,A/SOLOMON_ISLANDS/03/2006,1.41421356237
A/FUKUSHIMA/141/2006,A/NETHERLANDS/345/2007,5.65685424949
A/FUKUSHIMA/141/2006,A/EGYPT/10/2007,1.41421356237
A/FUKUSHIMA/141/2006,A/BRISBANE/59/2007,1.41421356237
A/SOLOMON_ISLANDS/03/2006,A/EGYPT/10/2007,2.82842712475
A/NETHERLANDS/345/2007,A/EGYPT/10/2007,5.65685424949
A/EGYPT/10/2007,A/BRISBANE/59/2007,1.0
A/NEW_CALEDONIA/20/1999,A/ST._PETERSBURG/5/2008,5.65685424949
A/THESSALONIKI/24/2005,A/ST._PETERSBURG/5/2008,16.0
A/HONG_KONG/2652/2006,A/ST._PETERSBURG/5/2008,1.0
A/SOLOMON_ISLANDS/03/2006,A/ST._PETERSBURG/5/2008,0.5
A/FUKUSHIMA/141/2006,A/ST._PETERSBURG/5/2008,1.41421356237
A/NETHERLANDS/345/2007,A/ST._PETERSBURG/5/2008,2.0
A/BRISBANE/59/2007,A/EGYPT/10/2007,1.0
A/BRISBANE/59/2007,A/ST._PETERSBURG/5/2008,1.0
A/EGYPT/10/2007,A/ST._PETERSBURG/5/2008,0.707106781187
A/THESSALONIKI/24/2005,A/ST._PETERSBURG/12/2008,5.05964425627
A/EGYPT/10/2007,A/ST._PETERSBURG/12/2008,0.316227766017
A/ST._PETERSBURG/5/2008,A/ST._PETERSBURG/12/2008,0.316227766017
A/OHIO/2/2007,A/CALIFORNIA/04/2009,0.707106781187
A/OHIO/2/2007,A/CALIFORNIA/07/2009,0.5
A/OHIO/2/2007,A/ENGLAND/195/2009,0.353553390593
A/OHIO/2/2007,A/AUCKLAND/3/2009,0.5
A/OHIO/2/2007,A/NARITA/1/2009,0.5
A/OHIO/2/2007,A/BRISBANE/59/2007,32.0
A/NETHERLANDS/345/2007,A/MOSCOW/2/2009,2.0
A/NETHERLANDS/345/2007,A/HONG_KONG/1988/2009,5.65685424949
A/NEW_CALEDONIA/20/1999,A/FLORIDA/13/07,4.0
A/SOLOMON_ISLANDS/03/2006,A/CAMBODIA/0371/2007,4.0
A/SOLOMON_ISLANDS/03/2006,A/FLORIDA/13/07,1.0
A/BRISBANE/59/2007,A/FLORIDA/13/07,1.0
A/SOUTH_DAKOTA/06/2007,A/FLORIDA/13/07,1.0
A/FUKUSHIMA/141/2006,A/FLORIDA/13/07,1.0
A/CAMBODIA/0371/2007,A/FLORIDA/13/07,0.707106781187
A/WUHAN/371/95,A/BAYERN/07/95,16.0
A/WUHAN/371/95,A/NEW_CALEDONIA/20/1999,22.627416998
A/CHILE/1/83,A/TEXAS/36/91,45.2548339959
A/CHILE/1/83,A/BAYERN/07/95,45.2548339959
A/CHILE/1/83,A/NEW_CALEDONIA/20/1999,22.627416998
A/SINGAPORE/6/86,A/TEXAS/36/91,1.41421356237
A/SINGAPORE/6/86,A/BAYERN/07/95,2.0
A/SINGAPORE/6/86,A/NEW_CALEDONIA/20/1999,45.2548339959
A/TAIWAN/1/86,A/TEXAS/36/91,1.41421356237
A/TAIWAN/1/86,A/BAYERN/07/95,1.41421356237
A/TAIWAN/1/86,A/NEW_CALEDONIA/20/1999,32.0
A/TEXAS/36/91,A/BAYERN/07/95,1.41421356237
A/BAYERN/07/95,A/WUHAN/371/95,16.0
A/JOHANNESBURG/82/96,A/WUHAN/371/95,10.5830052443
A/WUHAN/371/95,A/BEIJING/262/1995,1.0
A/TAIWAN/1/86,A/WUHAN/371/95,45.2548339959
A/TEXAS/36/91,A/WUHAN/371/95,32.0
A/SINGAPORE/6/86,A/SICHUAN/4/88,2.82842712475
A/TAIWAN/1/86,A/SICHUAN/4/88,2.0
A/VICTORIA/36/88,A/SICHUAN/4/88,4.0
A/NEIMENGGU/52/2002,A/JOHANNESBURG/82/96,64.0
A/CHILE/8885/2002,A/JOHANNESBURG/82/96,45.2548339959
A/FUJIAN/156/2000,A/HONG_KONG/1252/00,8.0
A/OHIO/2/2007,A/WISCONSIN/10/1998,1.41421356237
A/OHIO/2/2007,A/ILLINOIS/09/2007,1.0
A/OHIO/2/2007,A/CALIFORNIA/05/2009,1.0
A/WISCONSIN/10/1998,A/CALIFORNIA/04/2009,2.82842712475
A/WISCONSIN/10/1998,A/CALIFORNIA/05/2009,2.82842712475
A/ILLINOIS/09/2007,A/CALIFORNIA/04/2009,2.0
A/ILLINOIS/09/2007,A/CALIFORNIA/05/2009,2.0
A/WISCONSIN/10/1998,A/CALIFORNIA/08/2009,2.82842712475
A/WISCONSIN/10/1998,A/CALIFORNIA/07/2009_X_179A,2.82842712475
A/WISCONSIN/10/1998,A/TEXAS/5/2009_RG15,4.0
A/WISCONSIN/10/1998,A/MEXICO/24001/2009,2.82842712475
A/WISCONSIN/10/1998,A/BRISBANE/59/2007,128.0
A/TEXAS/14/2008,A/CALIFORNIA/08/2009,1.0
A/TEXAS/14/2008,A/CALIFORNIA/07/2009_X_179A,0.707106781187
A/TEXAS/14/2008,A/TEXAS/5/2009_RG15,2.0
A/TEXAS/14/2008,A/MEXICO/24001/2009,1.41421356237
A/TEXAS/14/2008,A/BRISBANE/59/2007,181.019335984
A/ILLINOIS/09/2007,A/CALIFORNIA/08/2009,1.41421356237
A/ILLINOIS/09/2007,A/CALIFORNIA/07/2009_X_179A,1.0
A/ILLINOIS/09/2007,A/TEXAS/5/2009_RG15,2.82842712475
A/ILLINOIS/09/2007,A/MEXICO/24001/2009,2.0
A/ILLINOIS/09/2007,A/BRISBANE/59/2007,256.0
A/CALIFORNIA/08/2009,A/BRISBANE/59/2007,181.019335984
A/TEXAS/15/2009,A/BRISBANE/59/2007,181.019335984
A/MEXICO/24001/2009,A/BRISBANE/59/2007,90.5096679919
A/CALIFORNIA/07/2009_PR8,A/BRISBANE/59/2007,90.5096679919
A/SOUTH_CAROLINA/10/2009,A/BRISBANE/59/2007,256.0
A/DELAWARE/03/2009,A/BRISBANE/59/2007,181.019335984
A/WUHAN/371/95,A/BRISBANE/59/2007,256.0
A/WUHAN/371/95,A/BRISBANE/193/2004,256.0
A/WUHAN/371/95,A/CAMBODIA/0371/2007,256.0
A/WUHAN/371/95,A/CHILE/1/83,256.0
A/WUHAN/371/95,A/FLORIDA/13/07,256.0
A/WUHAN/371/95,A/FUKUSHIMA/141/2006,256.0
A/WUHAN/371/95,A/HONG_KONG/2652/2006,256.0
A/WUHAN/371/95,A/JIANGXI/160/2005,256.0
A/WUHAN/371/95,A/JOHANNESBURG/82/96,22.627416998
A/WUHAN/371/95,A/KENTUCKY/01/2005,256.0
A/WUHAN/371/95,A/KENTUCKY/02/2006,256.0
A/WUHAN/371/95,A/NEW_CALEDONIA/9/2004,256.0
A/WUHAN/371/95,A/PHILIPPINES/673/2006,256.0
A/WUHAN/371/95,A/SHENZHEN/227/95,256.0
A/WUHAN/371/95,A/SICHUAN/4/88,256.0
A/WUHAN/371/95,A/SINGAPORE/6/86,256.0
A/WUHAN/371/95,A/SINGAPORE/14/2004,256.0
A/WUHAN/371/95,A/SOLOMON_ISLANDS/03/2006,256.0
A/WUHAN/371/95,A/SOUTH_DAKOTA/06/2007,256.0
A/WUHAN/371/95,A/TAIWAN/1/86,45.2548339959
A/WUHAN/371/95,A/TEXAS/36/91,32.0
A/WUHAN/371/95,A/VICTORIA/500/2006,256.0
A/WUHAN/371/95,A/VIRGINIA/01/2006,256.0
A/WUHAN/371/95,A/CHILE/4795/2000,256.0
A/WUHAN/371/95,A/FUJIAN/156/2000,256.0
A/WUHAN/371/95,A/HONG_KONG/1870/2008,256.0
A/WUHAN/371/95,A/MALAYSIA/100/2006,256.0
A/WUHAN/371/95,A/MOSCOW/13/98,256.0
A/WUHAN/371/95,A/NEIMENGGU/52/2002,256.0
A/BAYERN/07/95,A/BRISBANE/59/2007,256.0
A/BAYERN/07/95,A/BRISBANE/193/2004,256.0
A/BAYERN/07/95,A/CAMBODIA/0371/2007,256.0
A/BAYERN/07/95,A/CHILE/1/83,45.2548339959
A/BAYERN/07/95,A/FLORIDA/13/07,256.0
A/BAYERN/07/95,A/FUKUSHIMA/141/2006,256.0
A/BAYERN/07/95,A/HONG_KONG/2652/2006,256.0
A/BAYERN/07/95,A/JIANGXI/160/2005,256.0
A/BAYERN/07/95,A/KENTUCKY/01/2005,256.0
A/BAYERN/07/95,A/KENTUCKY/02/2006,256.0
A/BAYERN/07/95,A/NEW_CALEDONIA/9/2004,256.0
A/BAYERN/07/95,A/PHILIPPINES/673/2006,256.0
A/BAYERN/07/95,A/SHENZHEN/227/95,256.0
A/BAYERN/07/95,A/SICHUAN/4/88,256.0
A/BAYERN/07/95,A/SINGAPORE/6/86,2.0
A/BAYERN/07/95,A/SINGAPORE/14/2004,256.0
A/BAYERN/07/95,A/SOLOMON_ISLANDS/03/2006,256.0
A/BAYERN/07/95,A/SOUTH_DAKOTA/06/2007,256.0
A/BAYERN/07/95,A/TAIWAN/1/86,2.0
A/BAYERN/07/95,A/TEXAS/36/91,2.0
A/BAYERN/07/95,A/VICTORIA/500/2006,256.0
A/BAYERN/07/95,A/VIRGINIA/01/2006,256.0
A/BAYERN/07/95,A/CHILE/4795/2000,256.0
A/BAYERN/07/95,A/HONG_KONG/1870/2008,256.0
A/BAYERN/07/95,A/MALAYSIA/100/2006,256.0
A/BAYERN/07/95,A/MOSCOW/13/98,256.0
A/BAYERN/07/95,A/NEIMENGGU/52/2002,256.0
A/BEIJING/262/1995,A/BRISBANE/59/2007,256.0
A/BEIJING/262/1995,A/BRISBANE/193/2004,256.0
A/BEIJING/262/1995,A/CAMBODIA/0371/2007,256.0
A/BEIJING/262/1995,A/CHILE/1/83,22.627416998
A/BEIJING/262/1995,A/FLORIDA/13/07,256.0
A/BEIJING/262/1995,A/FUKUSHIMA/141/2006,256.0
A/BEIJING/262/1995,A/HONG_KONG/2652/2006,256.0
A/BEIJING/262/1995,A/KENTUCKY/02/2006,256.0
A/BEIJING/262/1995,A/NEW_CALEDONIA/9/2004,256.0
A/BEIJING/262/1995,A/PHILIPPINES/673/2006,256.0
A/BEIJING/262/1995,A/SICHUAN/4/88,256.0
A/BEIJING/262/1995,A/SINGAPORE/6/86,45.2548339959
A/BEIJING/262/1995,A/SINGAPORE/14/2004,256.0
A/BEIJING/262/1995,A/SOLOMON_ISLANDS/03/2006,256.0
A/BEIJING/262/1995,A/SOUTH_DAKOTA/06/2007,256.0
A/BEIJING/262/1995,A/TAIWAN/1/86,22.627416998
A/BEIJING/262/1995,A/TEXAS/36/91,11.313708499
A/BEIJING/262/1995,A/VICTORIA/500/2006,256.0
A/BEIJING/262/1995,A/VIRGINIA/01/2006,256.0
A/BEIJING/262/1995,A/HONG_KONG/1870/2008,256.0
A/BEIJING/262/1995,A/MALAYSIA/100/2006,256.0
A/BRISBANE/59/2007,A/BRISBANE/193/2004,256.0
A/BRISBANE/59/2007,A/CHILE/1/83,256.0
A/BRISBANE/59/2007,A/JIANGXI/160/2005,256.0
A/BRISBANE/59/2007,A/JOHANNESBURG/82/96,256.0
A/BRISBANE/59/2007,A/KENTUCKY/01/2005,256.0
A/BRISBANE/59/2007,A/KENTUCKY/02/2006,256.0
A/BRISBANE/59/2007,A/NEW_CALEDONIA/9/2004,256.0
A/BRISBANE/59/2007,A/NEW_CALEDONIA/20/1999,5.65685424949
A/BRISBANE/59/2007,A/PHILIPPINES/673/2006,256.0
A/BRISBANE/59/2007,A/SHENZHEN/227/95,256.0
A/BRISBANE/59/2007,A/SICHUAN/4/88,256.0
A/BRISBANE/59/2007,A/SINGAPORE/6/86,256.0
A/BRISBANE/59/2007,A/SINGAPORE/14/2004,256.0
A/BRISBANE/59/2007,A/SOLOMON_ISLANDS/03/2006,2.82842712475
A/BRISBANE/59/2007,A/TAIWAN/1/86,256.0
A/BRISBANE/59/2007,A/TEXAS/36/91,256.0
A/BRISBANE/59/2007,A/VICTORIA/500/2006,256.0
A/BRISBANE/59/2007,A/VIRGINIA/01/2006,256.0
A/BRISBANE/59/2007,A/CHILE/4795/2000,256.0
A/BRISBANE/59/2007,A/FUJIAN/156/2000,256.0
A/BRISBANE/59/2007,A/MALAYSIA/100/2006,256.0
A/BRISBANE/59/2007,A/MOSCOW/13/98,256.0
A/BRISBANE/59/2007,A/NEIMENGGU/52/2002,256.0
A/BRISBANE/193/2004,A/CAMBODIA/0371/2007,256.0
A/BRISBANE/193/2004,A/CHILE/1/83,256.0
A/BRISBANE/193/2004,A/FLORIDA/13/07,256.0
A/BRISBANE/193/2004,A/FUKUSHIMA/141/2006,32.0
A/BRISBANE/193/2004,A/HONG_KONG/2652/2006,16.0
A/BRISBANE/193/2004,A/JIANGXI/160/2005,256.0
A/BRISBANE/193/2004,A/JOHANNESBURG/82/96,256.0
A/BRISBANE/193/2004,A/KENTUCKY/01/2005,256.0
A/BRISBANE/193/2004,A/KENTUCKY/02/2006,256.0
A/BRISBANE/193/2004,A/NEW_CALEDONIA/9/2004,1.41421356237
A/BRISBANE/193/2004,A/NEW_CALEDONIA/20/1999,2.82842712475
A/BRISBANE/193/2004,A/PHILIPPINES/673/2006,8.0
A/BRISBANE/193/2004,A/SHENZHEN/227/95,256.0
A/BRISBANE/193/2004,A/SICHUAN/4/88,256.0
A/BRISBANE/193/2004,A/SINGAPORE/6/86,256.0
A/BRISBANE/193/2004,A/SINGAPORE/14/2004,1.41421356237
A/BRISBANE/193/2004,A/SOLOMON_ISLANDS/03/2006,5.65685424949
A/BRISBANE/193/2004,A/SOUTH_DAKOTA/06/2007,256.0
A/BRISBANE/193/2004,A/TAIWAN/1/86,256.0
A/BRISBANE/193/2004,A/TEXAS/36/91,256.0
A/BRISBANE/193/2004,A/VICTORIA/500/2006,2.0
A/BRISBANE/193/2004,A/VIRGINIA/01/2006,256.0
A/BRISBANE/193/2004,A/CHILE/4795/2000,256.0
A/BRISBANE/193/2004,A/FUJIAN/156/2000,256.0
A/BRISBANE/193/2004,A/HONG_KONG/1870/2008,256.0
A/BRISBANE/193/2004,A/MALAYSIA/100/2006,2.0
A/BRISBANE/193/2004,A/MOSCOW/13/98,256.0
A/BRISBANE/193/2004,A/NEIMENGGU/52/2002,256.0
A/CAMBODIA/0371/2007,A/CHILE/1/83,256.0
A/CAMBODIA/0371/2007,A/FUKUSHIMA/141/2006,2.0
A/CAMBODIA/0371/2007,A/HONG_KONG/2652/2006,1.41421356237
A/CAMBODIA/0371/2007,A/JIANGXI/160/2005,256.0
A/CAMBODIA/0371/2007,A/JOHANNESBURG/82/96,256.0
A/CAMBODIA/0371/2007,A/KENTUCKY/01/2005,256.0
A/CAMBODIA/0371/2007,A/KENTUCKY/02/2006,256.0
A/CAMBODIA/0371/2007,A/NEW_CALEDONIA/9/2004,256.0
A/CAMBODIA/0371/2007,A/NEW_CALEDONIA/20/1999,11.313708499
A/CAMBODIA/0371/2007,A/PHILIPPINES/673/2006,256.0
A/CAMBODIA/0371/2007,A/SHENZHEN/227/95,256.0
A/CAMBODIA/0371/2007,A/SICHUAN/4/88,256.0
A/CAMBODIA/0371/2007,A/SINGAPORE/6/86,256.0
A/CAMBODIA/0371/2007,A/SINGAPORE/14/2004,256.0
A/CAMBODIA/0371/2007,A/SOLOMON_ISLANDS/03/2006,4.0
A/CAMBODIA/0371/2007,A/SOUTH_DAKOTA/06/2007,2.82842712475
A/CAMBODIA/0371/2007,A/TAIWAN/1/86,256.0
A/CAMBODIA/0371/2007,A/TEXAS/36/91,256.0
A/CAMBODIA/0371/2007,A/VICTORIA/500/2006,256.0
A/CAMBODIA/0371/2007,A/VIRGINIA/01/2006,256.0
A/CAMBODIA/0371/2007,A/CHILE/4795/2000,256.0
A/CAMBODIA/0371/2007,A/FUJIAN/156/2000,256.0
A/CAMBODIA/0371/2007,A/HONG_KONG/1870/2008,256.0
A/CAMBODIA/0371/2007,A/MALAYSIA/100/2006,256.0
A/CAMBODIA/0371/2007,A/MOSCOW/13/98,256.0
A/CAMBODIA/0371/2007,A/NEIMENGGU/52/2002,256.0
A/CHILE/1/83,A/FLORIDA/13/07,256.0
A/CHILE/1/83,A/FUKUSHIMA/141/2006,256.0
A/CHILE/1/83,A/HONG_KONG/2652/2006,256.0
A/CHILE/1/83,A/JIANGXI/160/2005,256.0
A/CHILE/1/83,A/JOHANNESBURG/82/96,256.0
A/CHILE/1/83,A/KENTUCKY/01/2005,256.0
A/CHILE/1/83,A/KENTUCKY/02/2006,256.0
A/CHILE/1/83,A/NEW_CALEDONIA/9/2004,256.0
A/CHILE/1/83,A/PHILIPPINES/673/2006,256.0
A/CHILE/1/83,A/SHENZHEN/227/95,256.0
A/CHILE/1/83,A/SICHUAN/4/88,256.0
A/CHILE/1/83,A/SINGAPORE/14/2004,256.0
A/CHILE/1/83,A/SOLOMON_ISLANDS/03/2006,256.0
A/CHILE/1/83,A/SOUTH_DAKOTA/06/2007,256.0
A/CHILE/1/83,A/VICTORIA/500/2006,256.0
A/CHILE/1/83,A/VIRGINIA/01/2006,256.0
A/CHILE/1/83,A/CHILE/4795/2000,256.0
A/CHILE/1/83,A/FUJIAN/156/2000,256.0
A/CHILE/1/83,A/HONG_KONG/1870/2008,256.0
A/CHILE/1/83,A/MALAYSIA/100/2006,256.0
A/CHILE/1/83,A/MOSCOW/13/98,256.0
A/CHILE/1/83,A/NEIMENGGU/52/2002,256.0
A/FLORIDA/13/07,A/FUKUSHIMA/141/2006,2.0
A/FLORIDA/13/07,A/HONG_KONG/2652/2006,256.0
A/FLORIDA/13/07,A/JIANGXI/160/2005,256.0
A/FLORIDA/13/07,A/JOHANNESBURG/82/96,256.0
A/FLORIDA/13/07,A/KENTUCKY/01/2005,256.0
A/FLORIDA/13/07,A/KENTUCKY/02/2006,256.0
A/FLORIDA/13/07,A/NEW_CALEDONIA/9/2004,256.0
A/FLORIDA/13/07,A/NEW_CALEDONIA/20/1999,4.0
A/FLORIDA/13/07,A/PHILIPPINES/673/2006,256.0
A/FLORIDA/13/07,A/SHENZHEN/227/95,256.0
A/FLORIDA/13/07,A/SICHUAN/4/88,256.0
A/FLORIDA/13/07,A/SINGAPORE/6/86,256.0
A/FLORIDA/13/07,A/SINGAPORE/14/2004,256.0
A/FLORIDA/13/07,A/SOLOMON_ISLANDS/03/2006,1.0
